code,Corp_name,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Fixed_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Proportion_of_fixed_assets,Liquidation_value_ratio,Equity_ratio,Capital_fixed_ratio,Net_fixed_asset_value_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Ratio_of_shareholders_equity_to_fixed_assets,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity,Return_on_net_assets,Return_on_assets,Sales_gross_margin,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit,Total_profit,Income_tax_expense,Net_profit,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Net_fixed_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents,Closing_cash_and_cash_equivalents_balances,Total_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Total_liabilities_and_owners_equity,y
300456,北京赛微电子股份有限公司,14.0,"73,328.907200",55722.0,1.32,876.0,51.83,41.21,6.66,0.03,,0.01,0.08,"1,667.70",0.16,"3,435.11",134.59,0.08,,2.01,92.60,2.92,-3.02,-7.87,-205.30,-4.87,,,12.56,72.00,,,,24.77,,,80.15,,19.85,239.81,270.76,3.85,4.2,-0.81,30.02,-0.79,-13.29,-12.25,69.25,-10.00,-7.57,-7.57,-1.01,-0.81,,22.51,-112.36,12.56,"55,518","16,664","-6,801","7,693",-24,"-6,825","-5,552","4,613","-97,849","688,505","291,217","136,692","69,297","497,660",0.03,"55,518","38,445","-6,801","-6,825","-1,273","-5,552",0.0,"187,629","20,006","24,337","291,217",,"688,505","69,297","67,395","136,692","551,813","280,840","4,613","-84,810","-13,900","-97,849","182,991","291,217","397,288","688,505","69,297","67,395","136,692","551,813","688,505",0
300780,四川德恩精工科技股份有限公司,19.0,"14,667.000000",12600.0,1.16,1994.0,6.32,11.23,5.69,0.04,0.37,0.02,0.07,422.47,0.64,"1,071.43",364.47,0.25,,0.74,66.47,4.06,23.90,10.75,137.26,30.59,,,72.64,111.07,,13.75,95.79,85.29,,8.61,53.97,0.91,46.03,"1,293.10",25.99,0.54,1.31,4.68,29.97,5.03,29.35,23.85,68.98,19.97,71.12,71.12,8.68,4.68,,10.15,15.45,72.64,"52,223","15,654","12,454","2,063",-164,"12,290","10,431","3,878","9,647","222,690","89,206","102,508","68,141","119,842",9.05,"52,223","36,022","12,454","12,290","1,859","10,431",0.71,"17,710","14,112","52,389","89,206",,"222,690","68,141","34,367","102,508","120,182","6,670","3,878","-17,978","23,451","9,647","16,317","89,206","133,484","222,690","68,141","34,367","102,508","120,182","222,690",0
2490,山东墨龙石油机械股份有限公司,,"79,784.840000",51645.0,1.54,2549.0,8.0,1.45,0.76,0.01,,0.01,0.01,237.68,1.14,545.45,99.29,0.5,,2.72,38.06,7.09,-8.81,-37.51,,-24.60,,,312.07,228.06,,,,319.95,,,23.81,,76.19,-320.63,18.49,0.36,0.61,-6.28,3.39,-6.32,-11.50,-12.88,96.17,-12.76,-35.52,-35.52,-26.36,-6.28,,13.64,-1.56,312.07,"222,090","7,524","-28,602",,440,"-28,162","-28,338","2,543","-3,538","451,517","206,315","343,999","335,533","114,629",-20.79,"222,090","213,574","-28,602","-28,162",176,"-28,338",-0.33,"62,029","32,666","85,546","206,315",,"451,517","335,533","8,466","343,999","107,518","41,421","2,543",-858,"-4,714","-3,538","37,883","206,315","245,202","451,517","335,533","8,466","343,999","107,518","451,517",0
600769,武汉祥龙电业股份有限公司,,"37,497.720000",19521.0,1.92,69.0,17.39,20.29,24.18,0.24,4.52,0.16,0.92,853.62,0.32,"1,485.15",5.91,0.18,,45.66,65.48,4.12,22.06,13.24,32.17,-5.03,,,188.08,120.19,,,,191.96,,,34.25,,65.75,"-7,507.85",35.06,0.91,0.91,3.45,33.62,3.71,38.29,27.87,66.06,20.40,2.01,2.01,10.06,3.45,,9.55,11.13,188.08,"3,690","1,240","1,028",75,45,"1,073",753,"3,404",96,"21,855","12,858","14,369","14,079","7,486",10.59,"3,690","2,438","1,028","1,073",320,753,0.02,"4,936",559,60,"12,858",,"21,855","14,079",290,"14,369","7,486","4,840","3,404","-3,307",0,96,"4,936","12,858","8,997","21,855","14,079",290,"14,369","7,486","21,855",0
300237,山东美晨生态环境股份有限公司,,"144,191.493000",42650.0,3.38,2447.0,23.91,15.65,1.23,0.01,,0.01,0.06,"1,873.70",0.14,"2,415.03",175.35,0.11,,1.54,308.92,0.87,-10.39,-36.38,,-26.97,,,373.30,109.08,,45.40,59.56,382.75,,17.22,20.71,1.0,79.29,-94.37,10.85,1.18,1.29,-4.23,10.14,-4.15,-28.68,-37.22,88.68,-37.15,-29.05,-29.05,-20.41,-4.23,,39.08,-4.15,373.30,"112,764","11,431","-41,971","1,467",265,"-41,705","-41,890","7,308","-20,641","991,033","767,108","785,746","595,666","187,430",-19.75,"112,764","99,998","-41,971","-41,705",185,"-41,890",-0.28,"60,576","136,262","64,835","767,108",,"991,033","595,666","190,080","785,746","205,287","31,348","7,308","-20,321","-7,664","-20,641","10,707","767,108","223,925","991,033","595,666","190,080","785,746","205,287","991,033",0
605389,江苏长龄液压股份有限公司,16.0,"13,626.676000",13183.0,1.03,558.0,8.06,8.96,27.22,0.22,0.45,0.02,0.07,565.45,0.48,841.12,94.65,0.32,,2.85,118.02,2.29,5.64,4.58,-40.09,-3.89,,,8.67,36.27,,,,10.63,,,90.39,,9.61,-626.22,500.58,7.45,8.57,4.7,24.11,4.65,20.91,16.47,75.07,14.49,69.33,69.33,5.2,4.7,,4.31,2.07,8.67,"65,191","15,717","10,735",28,199,"10,934","9,447","4,292","-4,642","201,131","135,185","19,330","15,768","181,801",5.22,"65,191","48,937","10,735","10,934","1,487","9,447",0.73,"78,931","27,695","17,714","135,185",,"201,131","15,768","3,562","19,330","181,801","83,381","4,292","-3,273","-5,840","-4,642","78,739","135,185","65,945","201,131","15,768","3,562","19,330","181,801","201,131",0
688223,晶科能源股份有限公司,16.0,"1,000,000.000000",70833.0,14.12,31017.0,16.24,19.56,3.36,0.03,1.35,0.02,0.04,313.04,0.86,469.97,98.85,0.57,,2.73,47.61,5.67,74.79,92.58,132.38,117.40,,,277.76,142.07,,11.47,125.78,335.66,,2.97,22.95,0.45,77.05,-441.46,39.19,0.79,1.11,1.51,9.99,1.82,3.92,3.75,89.76,3.18,16.76,16.76,6.59,1.51,,4.29,-8.00,277.76,"5,277,172","526,955","198,137","-12,700","-2,910","195,226","167,596","226,138","500,257","11,083,695","7,469,349","8,539,606","6,737,002","2,544,090",7.19,"5,277,172","4,736,793","198,137","195,226","27,630","167,596",0.17,"2,639,993","1,141,887","2,143,337","7,469,349",,"11,083,695","6,737,002","1,802,603","8,539,606","2,544,090","738,221","226,138","-911,244","1,165,017","500,257","1,238,477","7,469,349","3,614,347","11,083,695","6,737,002","1,802,603","8,539,606","2,544,090","11,083,695",0
2592,南宁八菱科技股份有限公司,21.0,"28,333.115700",21522.0,1.32,1053.0,10.35,15.95,7.72,0.07,2.49,0.03,0.09,312.50,0.86,806.45,102.56,0.33,,2.63,37.91,7.12,-16.82,-26.61,-93.32,-5.51,,,64.11,103.29,,,,71.27,,,58.39,,41.61,-676.93,45.58,0.81,1.06,1.16,18.13,1.16,4.28,4.78,80.78,3.47,4.99,4.99,1.98,1.16,,18.95,164.15,64.11,"40,730","7,384","1,947","3,073",-190,"1,757","1,414","3,527","2,672","122,085","48,455","50,803","45,696","76,719",2.14,"40,730","32,903","1,947","1,757",342,"1,414",0.06,"20,829","6,554","11,302","48,455",,"122,085","45,696","5,107","50,803","71,282","15,098","3,527",710,"-1,652","2,672","17,770","48,455","73,630","122,085","45,696","5,107","50,803","71,282","122,085",0
548,湖南投资集团股份有限公司,,"49,921.581100",61323.0,0.81,820.0,35.24,8.78,36.79,0.23,12.08,0.09,1.17,"2,136.08",0.13,"3,253.01","3,040.54",0.08,,0.09,17.54,15.39,14.40,1.51,-37.79,-10.02,,,64.05,53.86,,18.11,44.10,68.47,,13.13,59.36,0.3,40.64,815.12,60.28,0.77,2.73,0.76,47.52,0.8,17.04,15.36,49.61,9.65,4.73,4.73,1.28,0.76,,32.82,-5.68,64.05,"24,467","11,626","3,758",,-202,"3,556","2,360","28,526","7,049","311,578","211,969","126,635","77,545","184,943",1.28,"24,467","12,139","3,758","3,556","1,196","2,360",0.05,"46,748",914,"151,982","211,969",,"311,578","77,545","49,090","126,635","184,943","39,350","28,526","-2,395","-19,081","7,049","46,400","211,969","99,609","311,578","77,545","49,090","126,635","184,943","311,578",0
600810,神马实业股份有限公司,,"104,417.587400",45873.0,2.28,10358.0,23.45,10.39,13.79,0.08,2.87,0.06,0.14,374.27,0.72,678.90,37.84,0.4,,7.14,29.45,9.17,12.15,14.21,-67.56,7.48,,,188.57,133.34,,41.22,78.37,193.78,,23.87,34.04,1.67,65.96,345.87,98.09,1.23,1.35,1.93,17.43,2.0,6.61,5.92,81.87,5.03,51.31,51.31,5.68,1.93,,7.14,0.48,188.57,"1,065,872","185,818","63,078",158,144,"63,222","53,575","154,003","135,512","2,771,041","1,513,359","1,827,794","1,117,174","760,969",6.75,"1,065,872","872,677","63,078","63,222","9,647","53,575",0.49,"1,095,879","125,918","136,704","1,513,359",,"2,771,041","1,117,174","710,619","1,827,794","943,247","682,812","154,003","-163,004","138,676","135,512","818,324","1,513,359","1,257,682","2,771,041","1,117,174","710,619","1,827,794","943,247","2,771,041",0
300551,上海古鳌电子科技股份有限公司,26.0,"34,575.293900",17557.0,1.97,1024.0,65.62,12.3,-12.61,-0.1,,-0.03,-0.15,689.30,0.39,"1,054.69",547.22,0.26,,0.49,93.93,2.87,110.83,86.36,,201.32,,,36.64,44.09,,,,45.65,,,68.66,,31.34,560.05,175.00,2.35,2.77,-1.51,76.40,-1.83,-7.97,-7.53,23.22,-7.15,-7.09,-7.09,-2.19,-1.51,,71.95,-0.15,36.64,"34,272","26,185","-2,580",33,-29,"-2,610","-2,451","-5,162","44,793","162,762","113,497","51,014","40,940","110,603",-2.64,"34,272","7,958","-2,580","-2,610",-159,"-2,451",-0.08,"71,643","12,598","17,244","113,497",,"162,762","40,940","10,074","51,014","111,748","26,347","-5,162",-416,"49,964","44,793","71,140","113,497","49,265","162,762","40,940","10,074","51,014","111,748","162,762",0
300926,江苏博俊工业科技股份有限公司,11.0,"15,490.530000",9841.0,1.57,1039.0,6.54,22.81,1.89,0.02,0.31,0.01,0.03,383.80,0.7,706.44,166.38,0.38,,1.62,120.55,2.24,67.60,30.91,34.44,64.65,,,111.86,96.52,,3.40,93.24,114.20,,1.65,46.69,0.38,53.31,895.01,23.28,0.68,1.09,3.12,20.80,3.68,12.67,10.79,78.63,9.63,52.06,52.06,6.68,3.12,,6.95,1.09,111.86,"83,747","17,416","9,039",,100,"9,139","8,064","2,468","10,601","258,681","142,113","137,915","130,830","120,766",8.17,"83,747","65,848","9,039","9,139","1,075","8,064",0.57,"30,457","37,112","52,708","142,113",,"258,681","130,830","7,085","137,915","120,766","13,513","2,468","-22,879","31,024","10,601","24,114","142,113","116,568","258,681","130,830","7,085","137,915","120,766","258,681",0
600452,重庆涪陵电力实业股份有限公司,23.0,"91,460.812800",28127.0,3.25,735.0,75.78,11.97,31.66,0.31,1.22,0.11,0.28,236.76,1.14,656.30,0.28,0.41,,981.44,93.30,2.89,10.95,14.33,43.15,16.72,,,52.00,86.93,,,,52.48,,,65.58,,34.42,"150,423.00",67.49,1.26,1.26,8.83,26.16,9.33,31.96,24.26,73.85,22.67,67.93,67.93,13.46,8.83,,3.01,3.23,52.00,"274,015","71,685","66,473","1,336",837,"67,310","62,127","75,980","43,700","703,770","302,559","242,231","240,021","461,539",13.88,"274,015","202,372","66,473","67,310","5,183","62,127",0.68,"161,988","132,193",303,"302,559",,"703,770","240,021","2,210","242,231","461,539","118,288","75,980","-28,903","-3,377","43,700","161,988","302,559","401,211","703,770","240,021","2,210","242,231","461,539","703,770",0
1896,河南豫能控股股份有限公司,,"152,578.133000",79765.0,1.91,3357.0,38.58,10.46,2.86,0.01,,0.01,0.03,182.35,1.48,758.00,25.76,0.36,,10.48,48.43,5.58,10.76,-28.83,,24.64,,,467.12,461.81,,72.10,128.84,522.29,,41.53,16.07,-5.36,83.93,-150.23,35.62,0.69,0.77,-5.11,-7.69,-5.24,-13.05,-15.11,107.08,-14.72,-101.52,-101.52,-31.79,-5.11,,7.45,2.93,467.12,"1,052,020","-80,856","-158,944","-5,516",879,"-158,064","-154,891","29,065","179,057","3,032,023","781,913","2,544,790","1,016,679","451,527",-29.83,"1,052,020","1,126,456","-158,944","-158,064","-3,174","-154,891",-0.98,"361,537","200,462","77,276","781,913",,"3,032,023","1,016,679","1,528,111","2,544,790","487,234","154,388","29,065","-154,944","304,936","179,057","333,444","781,913","2,250,111","3,032,023","1,016,679","1,528,111","2,544,790","487,234","3,032,023",0
600150,中国船舶工业股份有限公司,24.0,"447,242.875800",149823.0,2.99,19733.0,49.48,37.19,-5.17,-0.04,-3.19,-0.03,-0.12,828.48,0.33,"1,122.66",251.51,0.24,,1.07,23.17,11.65,-0.77,-3.88,295.24,0.96,,,202.75,82.41,,18.20,67.41,213.57,,7.1,31.89,0.44,68.11,-132.49,60.05,0.93,1.28,0.93,9.67,0.93,7.15,6.80,89.97,3.88,33.50,33.50,2.93,0.93,,5.12,90.12,202.75,"3,859,246","373,316","262,350","236,351",864,"263,215","149,815","-478,024","-317,953","16,056,194","11,836,365","10,935,761","9,242,477","4,735,574",3.13,"3,859,246","3,472,085","262,350","263,215","113,400","149,815",0.33,"5,466,144","279,557","3,200,192","11,836,365",,"16,056,194","9,242,477","1,693,284","10,935,761","5,120,433","2,542,167","-478,024","-812,228","916,147","-317,953","2,224,214","11,836,365","4,219,829","16,056,194","9,242,477","1,693,284","10,935,761","5,120,433","16,056,194",0
40,东旭蓝天新能源股份有限公司,40.0,"148,687.387000",104515.0,1.42,425.0,57.18,4.71,3.32,0.02,,0.01,0.13,"1,296.21",0.21,"2,601.16",11.10,0.1,,24.33,362.46,0.74,0.09,-4.87,,-2.84,,,120.32,114.88,,19.64,92.32,132.86,,10.5,42.94,1.11,57.06,65.07,30.76,1.22,1.23,-0.63,16.06,-0.64,-5.35,-4.65,83.28,-6.13,-11.28,-11.28,-1.47,-0.63,,18.67,15.10,120.32,"273,595","43,940","-12,726",17,"-2,283","-15,009","-16,769","36,389",-410,"2,658,079","1,346,754","1,516,598","1,094,440","1,141,818",-1.46,"273,595","227,846","-12,726","-15,009","1,760","-16,769",-0.11,"336,659","406,241","10,142","1,346,754",,"2,658,079","1,094,440","422,159","1,516,598","1,141,481","39,949","36,389","-17,632","-19,224",-410,"39,540","1,346,754","1,311,325","2,658,079","1,094,440","422,159","1,516,598","1,141,481","2,658,079",0
23,深圳市天地(集团)股份有限公司,38.0,"13,875.624000",10525.0,1.32,1021.0,11.26,12.54,-5.04,-0.05,,-0.04,-0.22,"1,374.75",0.2,"1,810.87",105.58,0.15,,2.56,602.41,0.45,-15.48,-28.21,-598.71,-73.94,,,290.49,90.72,,,,303.49,,,24.78,,75.22,-934.48,20.47,0.98,1.08,-5.68,-12.51,-5.09,-25.03,-34.57,111.42,-34.11,-71.84,-71.84,-22.92,-5.68,,23.63,-0.48,290.49,"29,229","-3,656","-10,104",-98,145,"-9,958","-9,968","-6,370","-6,863","175,467","136,016","131,979","126,328","31,671",-25.43,"29,229","32,565","-10,104","-9,958",10,"-9,968",-0.67,"25,865","53,399","12,575","136,016",,"175,467","126,328","5,651","131,979","43,488","23,852","-6,370","12,403","-12,896","-6,863","16,989","136,016","39,452","175,467","126,328","5,651","131,979","43,488","175,467",0
300011,北京鼎汉技术集团股份有限公司,,"55,865.038700",30994.0,1.80,1822.0,39.02,27.17,-10.69,-0.09,,-0.05,-0.21,738.31,0.37,"1,092.23",173.90,0.25,,1.55,436.61,0.62,5.26,0.62,,-3.01,,,128.70,75.18,,9.91,67.73,139.31,,4.6,41.79,0.24,58.21,19.84,9.85,1.16,1.39,-1.04,30.94,-1.05,-4.94,-5.64,68.29,-4.26,-6.48,-6.48,-2.5,-1.04,,30.21,-69.88,128.70,"84,830","26,245","-4,784","2,281",625,"-4,158","-3,618","-18,229","-5,662","346,618","237,725","201,776","170,472","144,842",-2.46,"84,830","57,927","-4,784","-4,158",-541,"-3,618",-0.06,"16,797","143,014","40,800","237,725",,"346,618","170,472","31,304","201,776","144,842","12,618","-18,229","1,343","11,277","-5,662","6,955","237,725","108,894","346,618","170,472","31,304","201,776","144,842","346,618",0
603236,上海移远通信技术股份有限公司,12.0,"18,898.207600",15859.0,1.19,4107.0,68.88,72.97,6.51,0.06,0.83,0.04,0.04,187.83,1.44,232.64,97.06,1.16,,2.78,44.62,6.05,15.62,13.25,84.11,35.58,,,162.14,51.53,,5.14,48.88,164.03,,2.05,37.87,0.1,62.13,778.56,22.79,0.78,1.36,4.68,19.12,4.99,4.89,4.24,80.81,4.30,230.81,230.81,12.35,4.68,,6.07,9.69,162.14,"1,013,624","193,826","42,956","4,031",144,"43,100","43,619","36,067","12,870","932,742","750,714","579,471","553,642","353,028",12.93,"1,013,624","819,078","42,956","43,100",-518,"43,619",2.3,"126,181","177,623","319,036","750,714",,"932,742","553,642","25,830","579,471","353,271","113,301","36,067","-43,050","11,280","12,870","126,171","750,714","182,028","932,742","553,642","25,830","579,471","353,271","932,742",0
810,创维数字股份有限公司,20.0,"115,021.607200",43722.0,2.63,7634.0,20.29,19.09,25.89,0.25,1.86,0.12,0.14,286.65,0.94,334.08,68.97,0.81,,3.91,94.76,2.85,5.19,35.55,161.30,18.46,,,83.99,26.06,,0.01,26.05,86.66,,0.01,53.57,0.0,46.43,-937.73,82.85,1.59,1.91,6.25,17.94,6.23,9.75,8.61,81.85,7.71,60.54,60.54,11.66,6.25,,6.27,-0.41,83.99,"902,942","161,955","77,718",-356,39,"77,757","69,639","129,854","73,103","1,114,660","959,060","517,489","501,521","595,202",13.9,"902,942","739,058","77,718","77,757","8,117","69,639",0.65,"415,496","317,295","161,890","959,060",,"1,114,660","501,521","15,968","517,489","597,171","332,526","129,854","-12,966","-46,393","73,103","405,629","959,060","155,600","1,114,660","501,521","15,968","517,489","597,171","1,114,660",0
603132,金徽矿业股份有限公司,11.0,"97,800.000000",29516.0,3.31,1057.0,30.46,9.27,85.79,0.26,1.42,0.09,0.50,130.97,2.06,"1,465.00",37.60,0.18,,7.18,0.23,"1,160.41",,,-5.42,-2.42,,,39.57,136.06,,19.00,110.20,52.69,,15.37,65.49,44.88,34.51,844.98,88.27,0.95,1.03,6.37,61.24,6.48,73.05,41.06,34.48,35.18,31.39,31.39,9.72,6.37,,17.41,-0.08,39.57,"87,244","53,432","35,821",,-28,"35,793","30,696","43,642","20,030","482,234","52,524","166,409","50,873","315,826",9.83,"87,244","30,085","35,821","35,793","5,097","30,696",0.32,"44,904",75,"4,039","52,524",,"482,234","50,873","115,536","166,409","315,826","24,610","43,642","-7,446","-16,166","20,030","44,640","52,524","429,710","482,234","50,873","115,536","166,409","315,826","482,234",0
601778,晶科电力科技股份有限公司,11.0,"289,437.502800",142847.0,2.03,1296.0,56.87,3.94,11.89,0.05,3.45,0.03,0.43,"1,419.56",0.19,"3,534.03",59.78,0.08,,4.52,567.82,0.48,18.57,5.05,-14.48,-9.25,,,102.14,170.53,,23.03,131.26,188.51,,10.37,34.66,0.65,65.34,161.50,69.82,1.59,1.63,0.86,48.96,0.95,17.51,17.48,50.02,12.46,10.79,10.79,2.49,0.86,,37.38,11.93,102.14,"250,832","122,804","43,834","9,631","-4,999","38,835","31,242","107,825","78,376","3,621,794","1,481,083","2,366,438","906,695","1,244,017",2.4,"250,832","125,461","43,834","38,835","7,593","31,242",0.1,"633,002","566,140","40,242","1,481,083",,"3,621,794","906,695","1,459,742","2,366,438","1,255,356","367,254","107,825","-219,322","189,975","78,376","445,630","1,481,083","2,140,711","3,621,794","906,695","1,459,742","2,366,438","1,255,356","3,621,794",0
301129,瑞纳智能设备股份有限公司,14.0,"7,439.000000",5426.0,1.37,622.0,39.07,42.77,-69.71,-0.69,-4.31,-0.09,-0.88,"2,402.14",0.11,"2,724.52",582.52,0.1,,0.46,441.90,0.61,171.63,258.56,190.23,37.35,,,14.68,15.97,,,,14.91,,,87.02,,12.98,"-2,715.04",65.88,5.73,6.74,2.07,54.26,2.01,28.58,23.62,44.68,20.29,47.26,47.26,2.37,2.07,,36.81,34.89,14.68,"17,324","9,400","4,092","1,431",-5,"4,087","3,516","-15,162","-57,206","170,224","146,571","22,089","21,750","148,135",2.37,"17,324","7,741","4,092","4,087",571,"3,516",0.47,"12,505","27,206","21,874","146,571",,"170,224","21,750",339,"22,089","148,135","69,615","-15,162","-37,903","-4,141","-57,206","12,409","146,571","23,653","170,224","21,750",339,"22,089","148,135","170,224",1
2685,无锡华东重型机械股份有限公司,18.0,"100,769.064100",74561.0,1.35,910.0,15.38,24.18,6.41,0.06,5.14,0.02,0.11,"1,009.35",0.27,"1,436.17",519.53,0.19,,0.52,371.39,0.73,-28.33,-35.02,,-89.15,,,52.88,49.19,,1.08,48.66,58.13,,0.69,63.24,0.02,36.76,532.70,19.46,1.17,2.1,0.41,14.03,0.4,6.91,7.14,85.41,2.10,1.56,1.56,0.65,0.41,,14.29,-1.37,52.88,"74,820","10,499","5,346",89,-160,"5,185","1,573","8,079",981,"384,741","265,045","141,429","125,987","243,312",0.65,"74,820","63,904","5,346","5,185","3,612","1,573",0.02,"20,180","97,765","117,605","265,045",,"384,741","125,987","15,442","141,429","243,312","11,454","8,079","17,110","-24,481",981,"12,434","265,045","119,696","384,741","125,987","15,442","141,429","243,312","384,741",0
600353,成都旭光电子股份有限公司,28.0,"59,200.797100",23103.0,2.56,1426.0,19.0,12.69,-9.43,-0.09,-0.88,-0.02,-0.08,536.25,0.5,762.28,122.35,0.35,,2.21,199.04,1.36,49.96,48.39,14.71,19.60,,,33.30,38.29,,0.57,38.07,35.61,,0.43,73.74,0.01,26.26,"4,094.97",97.38,2.48,2.97,2.59,25.52,3.07,12.08,10.15,73.99,8.67,11.81,11.81,3.51,2.59,,9.59,4.25,33.30,"80,574","20,559","8,179",345,3,"8,182","6,989","-6,146","43,654","270,163","193,894","70,949","65,192","179,279",4.46,"80,574","59,617","8,179","8,182","1,193","6,989",0.1,"63,452","71,235","32,004","193,894",,"270,163","65,192","5,757","70,949","199,214","19,776","-6,146","-14,835","64,595","43,654","63,430","193,894","76,270","270,163","65,192","5,757","70,949","199,214","270,163",0
688330,上海宏力达信息技术股份有限公司,11.0,"10,000.000000",6626.0,1.51,563.0,54.53,20.07,-61.39,-0.57,-1.07,-0.08,-0.37,"1,168.83",0.23,"1,298.70",333.50,0.21,,0.81,245.23,1.10,12.08,7.59,-12.75,5.00,,,15.31,13.59,,1.07,13.45,15.36,,0.94,86.68,0.01,13.32,"-10,896.97",111.49,6.13,7.15,7.1,51.46,7.21,70.02,40.07,48.09,34.66,286.58,286.58,8.19,7.1,,8.67,9.94,15.31,"82,681","42,548","33,129","3,301",-8,"33,121","28,658","-30,583","-22,684","403,842","356,259","53,780","49,817","350,062",8.3,"82,681","39,761","33,129","33,121","4,463","28,658",2.87,"55,541","93,906","50,863","356,259",,"403,842","49,817","3,963","53,780","350,062","76,829","-30,583","11,529","-3,630","-22,684","54,145","356,259","47,582","403,842","49,817","3,963","53,780","350,062","403,842",0
301199,迈赫机器人自动化股份有限公司,12.0,"13,334.000000",18151.0,0.73,1022.0,42.76,41.1,-5.47,-0.05,-4.44,-0.02,-0.14,"1,671.83",0.16,"1,809.65",672.65,0.15,,0.40,196.16,1.38,69.24,107.34,-77.82,-12.72,,,62.02,13.15,,,,64.42,,,60.82,,39.18,22.08,82.34,1.48,2.44,0.46,13.57,0.47,3.27,3.03,85.70,3.15,9.96,9.96,0.76,0.46,,5.91,0.50,62.02,"42,160","5,720","1,278",11,-5,"1,273","1,328","-5,899","-10,008","285,684","262,838","111,931","107,753","173,753",0.76,"42,160","36,129","1,278","1,273",-55,"1,328",0.1,"88,728","31,369","103,032","262,838",,"285,684","107,753","4,177","111,931","173,753","90,271","-5,899","-3,043","-1,067","-10,008","80,263","262,838","22,846","285,684","107,753","4,177","111,931","173,753","285,684",0
603033,三维控股集团股份有限公司,25.0,"79,187.633400",9921.0,7.98,2718.0,4.08,7.51,1.79,0.01,0.31,0.01,0.02,261.35,1.03,608.93,55.79,0.44,,4.84,103.19,2.62,22.00,11.05,4.28,24.53,,,100.62,121.08,,22.37,93.99,103.02,,14.19,49.26,2.84,50.74,398.97,26.30,0.92,1.14,2.07,10.96,2.26,6.72,6.46,88.69,5.09,18.36,18.36,4.21,2.07,,6.59,49.63,100.62,"285,485","31,296","18,428","9,188",-84,"18,344","14,541","4,442",190,"700,927","282,897","355,678","247,896","336,818",4.18,"285,485","253,202","18,428","18,344","3,803","14,541",0.17,"65,196","106,201","54,207","282,897",,"700,927","247,896","107,781","355,678","345,249","36,209","4,442","-83,228","78,436",190,"36,399","282,897","418,030","700,927","247,896","107,781","355,678","345,249","700,927",1
605018,长华控股集团股份有限公司,29.0,"47,150.535300",11705.0,4.00,2187.0,9.88,12.12,20.40,0.18,1.39,0.03,0.07,276.47,0.98,619.12,120.61,0.44,,2.24,51.11,5.28,35.29,37.99,-41.37,22.88,,,16.58,64.07,,,,19.31,,,83.81,,16.19,"-1,956.01",97.86,2.22,3.33,2.04,14.31,2.27,5.73,5.17,85.10,5.21,14.20,14.20,2.44,2.04,,5.13,50.47,16.58,"127,630","18,261","6,603","3,313",39,"6,642","6,651","9,222","22,126","325,294","150,623","52,658","45,211","272,636",2.65,"127,630","108,615","6,603","6,642",-9,"6,651",0.15,"44,245","23,711","50,136","150,623",,"325,294","45,211","7,447","52,658","272,636","22,120","9,222","-52,672","65,520","22,126","44,245","150,623","174,671","325,294","45,211","7,447","52,658","272,636","325,294",0
